emp_id,department,age,experience,salary,duplicated,en_department
Employee_195175,Marketing,25.0,4.0,61700.0,False,4
Employee_79903,Admin,22.0,2.0,56300.0,False,0
Employee_197404,Finance,60.0,13.0,85700.0,False,1
Employee_84232,Finance,53.0,12.0,83200.0,False,1
Employee_22096,HR,30.0,6.0,66750.0,False,2
Employee_182255,HR,25.0,1.0,54000.0,False,2
Employee_92260,HR,22.0,2.0,56500.0,False,2
Employee_157273,Marketing,39.0,17.0,94700.0,False,4
Employee_73370,Admin,32.0,10.0,76550.0,False,0
Employee_191644,Finance,50.0,26.0,118000.0,False,1
Employee_72582,IT,39.0,15.0,90000.0,False,3
Employee_69433,Finance,33.0,13.0,85250.0,False,1
Employee_158079,Marketing,31.0,12.0,81950.0,False,4
Employee_165083,Finance,60.0,11.0,80700.0,False,1
Employee_95358,IT,35.0,12.0,82250.0,False,3
Employee_15390,Admin,32.0,8.0,71550.0,False,0
Employee_168127,HR,50.0,29.0,124500.0,False,2
Employee_51217,Marketing,29.0,1.0,54450.0,False,4
Employee_57800,Admin,61.0,11.0,79500.0,False,0
Employee_94213,Marketing,31.0,10.0,76950.0,False,4
Employee_103877,HR,48.0,30.0,127000.0,False,2
Employee_124799,Marketing,35.0,16.0,91950.0,False,4
Employee_5981,Marketing,62.0,4.0,62400.0,False,4
Employee_107603,IT,33.0,15.0,89750.0,False,3
Employee_158928,IT,53.0,23.0,110200.0,False,3
Employee_16498,Marketing,56.0,13.0,84900.0,False,4
Employee_103716,Finance,50.0,32.0,133000.0,False,1
Employee_60144,Marketing,51.0,17.0,94900.0,False,4
Employee_172700,Finance,48.0,7.0,70500.0,False,1
Employee_118768,Marketing,53.0,16.0,92400.0,False,4
Employee_111012,IT,56.0,24.0,112700.0,False,3
Employee_97888,HR,19.0,0.0,51500.0,False,2
Employee_56052,IT,56.0,10.0,77700.0,False,3
Employee_32239,Finance,18.0,0.0,52500.0,False,1
Employee_73458,Finance,36.0,10.0,78000.0,False,1
Employee_110108,IT,27.0,3.0,59750.0,False,3
Employee_95739,Finance,25.0,5.0,65000.0,False,1
Employee_174685,Admin,22.0,4.0,61300.0,False,0
Employee_64736,IT,19.0,1.0,54500.0,False,3
Employee_170607,Marketing,33.0,4.0,61950.0,False,4
Employee_124559,Admin,21.0,1.0,53800.0,False,0
Employee_85150,Marketing,52.0,11.0,79900.0,False,4
Employee_150280,Admin,29.0,4.0,61550.0,False,0
Employee_18529,Marketing,45.0,14.0,87200.0,False,4
Employee_56489,HR,32.0,3.0,59250.0,False,2
Employee_98355,Marketing,19.0,1.0,54200.0,False,4
Employee_33658,Admin,27.0,6.0,66550.0,False,0
Employee_77701,IT,34.0,3.0,59750.0,False,3
Employee_55725,IT,33.0,6.0,67250.0,False,3
Employee_117641,Marketing,38.0,18.0,97200.0,False,4
Employee_21299,Admin,32.0,8.0,71550.0,False,0
Employee_15328,HR,43.0,8.0,72000.0,False,2
Employee_18031,Marketing,21.0,0.0,51700.0,False,4
Employee_199859,Marketing,62.0,14.0,87400.0,False,4
Employee_67260,Admin,56.0,33.0,134500.0,False,0
Employee_194084,IT,43.0,1.0,55000.0,False,3
Employee_152560,Finance,38.0,19.0,100500.0,False,1
Employee_196804,IT,59.0,18.0,97700.0,False,3
Employee_30217,HR,36.0,7.0,69500.0,False,2
Employee_44510,Finance,39.0,19.0,100500.0,False,1
Employee_106852,Marketing,20.0,2.0,56700.0,False,4
Employee_21908,Admin,53.0,23.0,109500.0,False,0
Employee_27585,Finance,41.0,15.0,90500.0,False,1
Employee_196266,Admin,58.0,37.0,144500.0,False,0
Employee_24106,IT,22.0,1.0,54500.0,False,3
Employee_36940,Finance,47.0,26.0,118000.0,False,1
Employee_122412,Admin,55.0,32.0,132000.0,False,0
Employee_133990,HR,41.0,10.0,77000.0,False,2
Employee_4711,Marketing,46.0,9.0,74700.0,False,4
Employee_115905,Admin,34.0,9.0,74050.0,False,0
Employee_199127,HR,53.0,23.0,109700.0,False,2
Employee_7059,Admin,64.0,35.0,139500.0,False,0
Employee_113245,HR,27.0,4.0,61750.0,False,2
Employee_151412,Admin,40.0,22.0,106800.0,False,0
Employee_68576,HR,40.0,2.0,57000.0,False,2
Employee_11,Marketing,29.0,1.0,54450.0,False,4
Employee_193752,Marketing,24.0,0.0,51700.0,False,4
Employee_30908,HR,63.0,27.0,119700.0,False,2
Employee_73043,Admin,30.0,2.0,56550.0,False,0
Employee_164084,Marketing,38.0,2.0,57200.0,False,4
Employee_175986,HR,52.0,6.0,67200.0,False,2
Employee_30162,Admin,26.0,6.0,66550.0,False,0
Employee_52360,IT,25.0,4.0,62000.0,False,3
Employee_6292,Marketing,57.0,14.0,87400.0,False,4
Employee_41115,Marketing,59.0,1.0,54900.0,False,4
Employee_46176,HR,39.0,19.0,99500.0,False,2
Employee_58964,IT,60.0,32.0,132700.0,False,3
Employee_99326,Admin,58.0,22.0,107000.0,False,0
Employee_11574,Finance,59.0,25.0,115700.0,False,1
Employee_42268,Marketing,20.0,0.0,51700.0,False,4
Employee_28141,Admin,48.0,27.0,119300.0,False,0
Employee_17752,Marketing,49.0,15.0,89700.0,False,4
Employee_46310,Finance,27.0,0.0,52750.0,False,1
Employee_185914,Admin,45.0,26.0,116800.0,False,0
Employee_173926,Admin,50.0,1.0,54300.0,False,0
Employee_45279,Finance,32.0,3.0,60250.0,False,1
Employee_39029,IT,34.0,7.0,69750.0,False,3
Employee_26870,Admin,41.0,1.0,54300.0,False,0
Employee_122225,HR,62.0,19.0,99700.0,False,2
Employee_81725,Finance,45.0,14.0,88000.0,False,1
Employee_38052,HR,53.0,31.0,129700.0,False,2
Employee_68334,IT,24.0,0.0,52000.0,False,3
Employee_103121,IT,30.0,2.0,57250.0,False,3
Employee_22355,IT,20.0,0.0,52000.0,False,3
Employee_6916,Finance,30.0,10.0,77750.0,False,1
Employee_19855,Marketing,34.0,8.0,71950.0,False,4
Employee_163846,IT,21.0,0.0,52000.0,False,3
Employee_72437,Marketing,46.0,5.0,64700.0,False,4
Employee_25622,Admin,53.0,11.0,79500.0,False,0
Employee_92707,Marketing,35.0,0.0,51950.0,False,4
Employee_12443,IT,25.0,4.0,62000.0,False,3
Employee_159241,IT,29.0,1.0,54750.0,False,3
Employee_164598,Finance,37.0,5.0,65500.0,False,1
Employee_54491,Finance,57.0,30.0,128200.0,False,1
Employee_136326,Admin,49.0,8.0,71800.0,False,0
Employee_18808,IT,29.0,3.0,59750.0,False,3
Employee_37979,HR,52.0,33.0,134700.0,False,2
Employee_3821,Marketing,20.0,0.0,51700.0,False,4
Employee_72932,HR,33.0,3.0,59250.0,False,2
Employee_70600,Finance,47.0,15.0,90500.0,False,1
Employee_7065,Admin,60.0,26.0,117000.0,False,0
Employee_33373,HR,38.0,10.0,77000.0,False,2
Employee_160840,Marketing,64.0,30.0,127400.0,False,4
Employee_60658,Finance,27.0,5.0,65250.0,False,1
Employee_191023,Finance,38.0,12.0,83000.0,False,1
Employee_45705,IT,31.0,1.0,54750.0,False,3
Employee_83171,IT,47.0,29.0,125000.0,False,3
Employee_137098,Finance,44.0,5.0,65500.0,False,1
Employee_61945,IT,37.0,15.0,90000.0,False,3
Employee_105028,Admin,26.0,6.0,66550.0,False,0
Employee_4943,Admin,60.0,16.0,92000.0,False,0
Employee_138064,Finance,45.0,3.0,60500.0,False,1
Employee_138703,IT,46.0,6.0,67500.0,False,3
Employee_71169,Marketing,54.0,12.0,82400.0,False,4
Employee_94012,HR,29.0,7.0,69250.0,False,2
Employee_156146,HR,61.0,16.0,92200.0,False,2
Employee_162832,Finance,22.0,3.0,60000.0,False,1
Employee_51359,Finance,48.0,11.0,80500.0,False,1
Employee_112465,Finance,25.0,0.0,52500.0,False,1
Employee_184992,Finance,43.0,24.0,113000.0,False,1
Employee_131377,IT,63.0,16.0,92700.0,False,3
Employee_9528,IT,49.0,24.0,112500.0,False,3
Employee_163148,Finance,52.0,4.0,63200.0,False,1
Employee_80267,HR,52.0,19.0,99700.0,False,2
Employee_68712,HR,65.0,34.0,137200.0,False,2
Employee_91060,IT,30.0,0.0,52250.0,False,3
Employee_98326,Finance,28.0,7.0,70250.0,False,1
Employee_54855,Marketing,58.0,9.0,74900.0,False,4
Employee_167782,Finance,57.0,17.0,95700.0,False,1
Employee_49179,IT,20.0,2.0,57000.0,False,3
Employee_70127,IT,32.0,7.0,69750.0,False,3
Employee_102317,IT,50.0,31.0,130000.0,False,3
Employee_81467,Admin,48.0,28.0,121800.0,False,0
Employee_187319,Admin,40.0,5.0,64300.0,False,0
Employee_130874,Marketing,38.0,3.0,59700.0,False,4
Employee_47995,Admin,56.0,8.0,72000.0,False,0
Employee_90309,Admin,43.0,17.0,94300.0,False,0
Employee_21522,HR,52.0,21.0,104700.0,False,2
Employee_85181,Marketing,35.0,11.0,79450.0,False,4
Employee_81465,HR,20.0,0.0,51500.0,False,2
Employee_169721,Marketing,46.0,8.0,72200.0,False,4
Employee_131924,Finance,27.0,9.0,75250.0,False,1
Employee_9115,IT,44.0,24.0,112500.0,False,3
Employee_138932,Marketing,19.0,0.0,51700.0,False,4
Employee_78300,HR,57.0,37.0,144700.0,False,2
Employee_58854,HR,19.0,1.0,54000.0,False,2
Employee_193916,Admin,55.0,23.0,109500.0,False,0
Employee_21158,Admin,53.0,16.0,92000.0,False,0
Employee_98092,HR,60.0,3.0,59700.0,False,2
Employee_62798,IT,32.0,9.0,74750.0,False,3
Employee_160479,Marketing,44.0,26.0,117200.0,False,4
Employee_84675,Admin,18.0,0.0,51300.0,False,0
Employee_160422,IT,44.0,19.0,100000.0,False,3
Employee_4877,IT,59.0,10.0,77700.0,False,3
Employee_76117,Admin,49.0,13.0,84300.0,False,0
Employee_141412,Marketing,29.0,6.0,66950.0,False,4
Employee_24909,HR,24.0,4.0,61500.0,False,2
Employee_110649,Finance,64.0,32.0,133200.0,False,1
Employee_152268,Admin,62.0,9.0,74500.0,False,0
Employee_168739,IT,37.0,11.0,80000.0,False,3
Employee_71582,Marketing,23.0,2.0,56700.0,False,4
Employee_193961,Finance,34.0,12.0,82750.0,False,1
Employee_176794,Admin,22.0,4.0,61300.0,False,0
Employee_142095,Marketing,65.0,17.0,94900.0,False,4
Employee_125142,Finance,21.0,0.0,52500.0,False,1
Employee_136280,IT,24.0,1.0,54500.0,False,3
Employee_24843,Finance,32.0,6.0,67750.0,False,1
Employee_37928,Marketing,34.0,16.0,91950.0,False,4
Employee_45569,HR,39.0,8.0,72000.0,False,2
Employee_22060,HR,19.0,1.0,54000.0,False,2
Employee_31933,Admin,53.0,11.0,79500.0,False,0
Employee_70966,Admin,42.0,7.0,69300.0,False,0
Employee_132465,HR,48.0,19.0,99500.0,False,2
Employee_121984,HR,41.0,22.0,107000.0,False,2
Employee_75204,IT,49.0,26.0,117500.0,False,3
Employee_87194,Marketing,51.0,31.0,129900.0,False,4
Employee_55829,Admin,47.0,16.0,91800.0,False,0
Employee_170446,HR,56.0,4.0,62200.0,False,2
Employee_84022,Marketing,25.0,0.0,51700.0,False,4
Employee_158061,HR,18.0,0.0,51500.0,False,2
Employee_128993,HR,29.0,0.0,51750.0,False,2
Employee_91508,IT,31.0,1.0,54750.0,False,3
Employee_184972,Admin,42.0,18.0,96800.0,False,0
Employee_160056,Finance,43.0,18.0,98000.0,False,1
Employee_52296,Marketing,27.0,9.0,74450.0,False,4
Employee_160446,Admin,51.0,29.0,124500.0,False,0
Employee_50923,Admin,32.0,9.0,74050.0,False,0
Employee_182699,HR,38.0,2.0,57000.0,False,2
Employee_103984,IT,48.0,20.0,102500.0,False,3
Employee_155601,IT,43.0,23.0,110000.0,False,3
Employee_97741,Marketing,20.0,2.0,56700.0,False,4
Employee_45883,Finance,45.0,0.0,53000.0,False,1
Employee_8459,Finance,42.0,9.0,75500.0,False,1
Employee_132936,Finance,33.0,7.0,70250.0,False,1
Employee_96887,Finance,25.0,1.0,55000.0,False,1
Employee_129399,Finance,29.0,2.0,57750.0,False,1
Employee_52564,HR,35.0,9.0,74250.0,False,2
Employee_87627,HR,62.0,20.0,102200.0,False,2
Employee_197577,HR,54.0,20.0,102200.0,False,2
Employee_50276,Marketing,23.0,4.0,61700.0,False,4
Employee_29335,Marketing,26.0,7.0,69450.0,False,4
Employee_178498,IT,59.0,39.0,150200.0,False,3
Employee_33728,IT,43.0,12.0,82500.0,False,3
Employee_5192,Finance,32.0,2.0,57750.0,False,1
Employee_182010,Finance,40.0,10.0,78000.0,False,1
Employee_82067,Admin,53.0,2.0,57000.0,False,0
Employee_166055,HR,33.0,9.0,74250.0,False,2
Employee_127727,Marketing,56.0,11.0,79900.0,False,4
Employee_47081,HR,55.0,37.0,144700.0,False,2
Employee_173768,IT,62.0,4.0,62700.0,False,3
Employee_13043,HR,26.0,4.0,61750.0,False,2
Employee_144965,IT,33.0,2.0,57250.0,False,3
Employee_121221,Finance,53.0,17.0,95700.0,False,1
Employee_10119,Finance,33.0,1.0,55250.0,False,1
Employee_109985,Finance,46.0,9.0,75500.0,False,1
Employee_36606,Finance,20.0,0.0,52500.0,False,1
Employee_100013,HR,19.0,0.0,51500.0,False,2
Employee_52450,Marketing,45.0,12.0,82200.0,False,4
Employee_128372,Admin,49.0,13.0,84300.0,False,0
Employee_127237,Finance,30.0,11.0,80250.0,False,1
Employee_94988,Finance,36.0,18.0,98000.0,False,1
Employee_121050,HR,18.0,0.0,51500.0,False,2
Employee_82209,Admin,44.0,16.0,91800.0,False,0
Employee_78032,Finance,60.0,35.0,140700.0,False,1
Employee_199443,HR,64.0,5.0,64700.0,False,2
Employee_68602,Admin,65.0,39.0,149500.0,False,0
Employee_13008,Finance,47.0,4.0,63000.0,False,1
Employee_70693,Finance,57.0,36.0,143200.0,False,1
Employee_49974,Marketing,43.0,14.0,87200.0,False,4
Employee_187750,Admin,48.0,17.0,94300.0,False,0
Employee_19203,Marketing,21.0,2.0,56700.0,False,4
Employee_55162,Admin,31.0,5.0,64050.0,False,0
Employee_103042,Admin,30.0,12.0,81550.0,False,0
Employee_137352,Admin,36.0,7.0,69300.0,False,0
Employee_141254,IT,23.0,1.0,54500.0,False,3
Employee_199003,Marketing,35.0,8.0,71950.0,False,4
Employee_128923,IT,65.0,27.0,120200.0,False,3
Employee_157986,IT,59.0,39.0,150200.0,False,3
Employee_177086,Marketing,31.0,7.0,69450.0,False,4
Employee_93478,HR,51.0,10.0,77200.0,False,2
Employee_63824,Marketing,23.0,3.0,59200.0,False,4
Employee_139738,IT,37.0,10.0,77500.0,False,3
Employee_11829,Admin,49.0,6.0,66800.0,False,0
Employee_152340,HR,20.0,1.0,54000.0,False,2
Employee_101547,IT,52.0,2.0,57700.0,False,3
Employee_38547,HR,48.0,6.0,67000.0,False,2
Employee_1486,Marketing,19.0,1.0,54200.0,False,4
Employee_33691,Marketing,62.0,24.0,112400.0,False,4
Employee_140048,Marketing,22.0,4.0,61700.0,False,4
Employee_140461,Finance,45.0,22.0,108000.0,False,1
Employee_73985,HR,46.0,24.0,112000.0,False,2
Employee_102136,IT,26.0,7.0,69750.0,False,3
Employee_184120,IT,36.0,4.0,62500.0,False,3
Employee_28645,Admin,42.0,11.0,79300.0,False,0
Employee_189117,Admin,63.0,34.0,137000.0,False,0
Employee_135051,IT,44.0,7.0,70000.0,False,3
Employee_186579,HR,63.0,6.0,67200.0,False,2
Employee_44493,Admin,59.0,9.0,74500.0,False,0
Employee_189383,Finance,36.0,12.0,83000.0,False,1
Employee_91712,IT,52.0,8.0,72700.0,False,3
Employee_158524,Marketing,29.0,11.0,79450.0,False,4
Employee_134160,IT,64.0,9.0,75200.0,False,3
Employee_30178,Finance,48.0,30.0,128000.0,False,1
Employee_94803,Finance,43.0,1.0,55500.0,False,1
Employee_163350,Admin,28.0,0.0,51550.0,False,0
Employee_51109,HR,41.0,3.0,59500.0,False,2
Employee_144877,IT,45.0,2.0,57500.0,False,3
Employee_50879,IT,25.0,1.0,54500.0,False,3
Employee_11296,Marketing,63.0,0.0,52400.0,False,4
Employee_140899,Admin,34.0,1.0,54050.0,False,0
Employee_170607,Finance,37.0,16.0,93000.0,False,1
Employee_155535,Admin,34.0,5.0,64050.0,False,0
Employee_16907,Marketing,20.0,0.0,51700.0,False,4
Employee_111768,HR,37.0,13.0,84500.0,False,2
Employee_66196,Marketing,36.0,4.0,62200.0,False,4
Employee_99025,Marketing,52.0,28.0,122400.0,False,4
Employee_58361,HR,51.0,16.0,92200.0,False,2
Employee_147590,Marketing,50.0,28.0,122200.0,False,4
Employee_100311,Finance,47.0,19.0,100500.0,False,1
Employee_66585,IT,36.0,18.0,97500.0,False,3
Employee_38215,Marketing,26.0,5.0,64450.0,False,4
Employee_61180,IT,39.0,14.0,87500.0,False,3
Employee_113901,Marketing,52.0,28.0,122400.0,False,4
Employee_51448,Admin,27.0,0.0,51550.0,False,0
Employee_3165,IT,60.0,8.0,72700.0,False,3
Employee_36252,IT,65.0,35.0,140200.0,False,3
Employee_143181,HR,53.0,28.0,122200.0,False,2
Employee_70146,Finance,63.0,22.0,108200.0,False,1
Employee_87469,HR,42.0,22.0,107000.0,False,2
Employee_120403,IT,37.0,4.0,62500.0,False,3
Employee_55737,Finance,31.0,5.0,65250.0,False,1
Employee_72769,HR,38.0,6.0,67000.0,False,2
Employee_139699,IT,37.0,3.0,60000.0,False,3
Employee_169427,Finance,54.0,5.0,65700.0,False,1
Employee_98967,IT,25.0,0.0,52000.0,False,3
Employee_88349,Finance,26.0,7.0,70250.0,False,1
Employee_164334,Admin,55.0,25.0,114500.0,False,0
Employee_138091,Marketing,46.0,0.0,52200.0,False,4
Employee_36437,IT,34.0,15.0,89750.0,False,3
Employee_62039,Admin,55.0,24.0,112000.0,False,0
Employee_132367,Marketing,40.0,16.0,92200.0,False,4
Employee_122244,Finance,50.0,27.0,120500.0,False,1
Employee_175836,IT,40.0,6.0,67500.0,False,3
Employee_125708,Marketing,36.0,7.0,69700.0,False,4
Employee_74526,Finance,23.0,3.0,60000.0,False,1
Employee_12967,Admin,52.0,10.0,77000.0,False,0
Employee_49545,IT,26.0,6.0,67250.0,False,3
Employee_23301,HR,65.0,29.0,124700.0,False,2
Employee_80529,HR,37.0,3.0,59500.0,False,2
Employee_193930,HR,50.0,10.0,77000.0,False,2
Employee_189208,Finance,62.0,8.0,73200.0,False,1
Employee_104521,Admin,21.0,1.0,53800.0,False,0
Employee_104758,HR,24.0,6.0,66500.0,False,2
Employee_119899,Admin,55.0,32.0,132000.0,False,0
Employee_123131,Admin,22.0,3.0,58800.0,False,0
Employee_9106,Finance,32.0,8.0,72750.0,False,1
Employee_67836,Marketing,51.0,32.0,132400.0,False,4
Employee_152126,HR,58.0,11.0,79700.0,False,2
Employee_137008,Marketing,52.0,11.0,79900.0,False,4
Employee_73178,Marketing,62.0,1.0,54900.0,False,4
Employee_135577,Admin,34.0,3.0,59050.0,False,0
Employee_57169,Finance,51.0,33.0,135700.0,False,1
Employee_101538,HR,54.0,26.0,117200.0,False,2
Employee_132443,HR,43.0,18.0,97000.0,False,2
Employee_155668,Marketing,25.0,1.0,54200.0,False,4
Employee_119294,Marketing,27.0,9.0,74450.0,False,4
Employee_182341,Finance,53.0,20.0,103200.0,False,1
Employee_48633,IT,34.0,1.0,54750.0,False,3
Employee_95934,Finance,58.0,19.0,100700.0,False,1
Employee_100056,HR,54.0,1.0,54700.0,False,2
Employee_159052,IT,23.0,2.0,57000.0,False,3
Employee_140824,Finance,54.0,22.0,108200.0,False,1
Employee_88879,Finance,21.0,2.0,57500.0,False,1
Employee_130817,IT,41.0,18.0,97500.0,False,3
Employee_134613,Admin,42.0,24.0,111800.0,False,0
Employee_36325,IT,33.0,13.0,84750.0,False,3
Employee_122725,Finance,55.0,0.0,53200.0,False,1
Employee_177764,Marketing,33.0,13.0,84450.0,False,4
Employee_114652,Finance,27.0,9.0,75250.0,False,1
Employee_75227,IT,25.0,4.0,62000.0,False,3
Employee_32340,Admin,48.0,0.0,51800.0,False,0
Employee_145649,Admin,47.0,4.0,61800.0,False,0
Employee_27494,IT,50.0,23.0,110000.0,False,3
Employee_182072,Finance,31.0,11.0,80250.0,False,1
Employee_126308,HR,31.0,8.0,71750.0,False,2
Employee_4131,HR,27.0,5.0,64250.0,False,2
Employee_48692,Finance,41.0,23.0,110500.0,False,1
Employee_82408,Admin,55.0,30.0,127000.0,False,0
Employee_97100,Marketing,40.0,15.0,89700.0,False,4
Employee_21943,Marketing,57.0,35.0,139900.0,False,4
Employee_83135,HR,63.0,36.0,142200.0,False,2
Employee_123777,HR,54.0,34.0,137200.0,False,2
Employee_57844,Admin,39.0,4.0,61800.0,False,0
Employee_119055,HR,31.0,13.0,84250.0,False,2
Employee_122707,HR,19.0,0.0,51500.0,False,2
Employee_171731,Finance,56.0,10.0,78200.0,False,1
Employee_61735,Marketing,48.0,6.0,67200.0,False,4
Employee_146781,Finance,48.0,20.0,103000.0,False,1
Employee_126293,Admin,37.0,13.0,84300.0,False,0
Employee_62316,Finance,43.0,3.0,60500.0,False,1
Employee_86561,Marketing,27.0,6.0,66950.0,False,4
Employee_117802,Admin,24.0,6.0,66300.0,False,0
Employee_111763,HR,23.0,4.0,61500.0,False,2
Employee_21388,HR,61.0,6.0,67200.0,False,2
Employee_198819,HR,40.0,7.0,69500.0,False,2
Employee_188492,Marketing,29.0,1.0,54450.0,False,4
Employee_117230,Marketing,51.0,3.0,59900.0,False,4
Employee_4316,Admin,35.0,9.0,74050.0,False,0
Employee_190274,Admin,22.0,4.0,61300.0,False,0
Employee_77090,Marketing,62.0,31.0,129900.0,False,4
Employee_163366,HR,52.0,0.0,52200.0,False,2
Employee_29467,Admin,40.0,14.0,86800.0,False,0
Employee_45131,Finance,27.0,6.0,67750.0,False,1
Employee_198459,Finance,21.0,3.0,60000.0,False,1
Employee_17070,Marketing,48.0,1.0,54700.0,False,4
Employee_134706,Finance,61.0,10.0,78200.0,False,1
Employee_98110,Finance,41.0,13.0,85500.0,False,1
Employee_61525,HR,43.0,20.0,102000.0,False,2
Employee_18597,IT,32.0,14.0,87250.0,False,3
Employee_34249,Admin,22.0,2.0,56300.0,False,0
Employee_149056,HR,63.0,30.0,127200.0,False,2
Employee_82937,Finance,43.0,10.0,78000.0,False,1
Employee_132808,Finance,42.0,16.0,93000.0,False,1
Employee_190576,Marketing,49.0,25.0,114700.0,False,4
Employee_95417,Marketing,43.0,20.0,102200.0,False,4
Employee_125342,HR,56.0,30.0,127200.0,False,2
Employee_174166,IT,35.0,9.0,74750.0,False,3
Employee_90277,HR,23.0,3.0,59000.0,False,2
Employee_82198,IT,22.0,2.0,57000.0,False,3
Employee_125342,Admin,23.0,4.0,61300.0,False,0
Employee_6550,IT,53.0,9.0,75200.0,False,3
Employee_114979,Admin,21.0,3.0,58800.0,False,0
Employee_57763,HR,46.0,1.0,54500.0,False,2
Employee_150552,Finance,48.0,23.0,110500.0,False,1
Employee_20570,IT,33.0,5.0,64750.0,False,3
Employee_153126,Admin,49.0,28.0,121800.0,False,0
Employee_67295,IT,43.0,7.0,70000.0,False,3
Employee_73111,Admin,50.0,18.0,96800.0,False,0
Employee_48293,Finance,20.0,2.0,57500.0,False,1
Employee_51006,Marketing,43.0,21.0,104700.0,False,4
Employee_194006,Admin,30.0,10.0,76550.0,False,0
Employee_38480,HR,35.0,16.0,91750.0,False,2
Employee_86762,Marketing,38.0,19.0,99700.0,False,4
Employee_61696,HR,38.0,5.0,64500.0,False,2
Employee_12708,Finance,32.0,12.0,82750.0,False,1
Employee_179829,Finance,42.0,6.0,68000.0,False,1
Employee_127380,Marketing,47.0,14.0,87200.0,False,4
Employee_96943,Admin,58.0,33.0,134500.0,False,0
Employee_10832,IT,18.0,0.0,52000.0,False,3
Employee_57494,HR,28.0,5.0,64250.0,False,2
Employee_70061,HR,46.0,2.0,57000.0,False,2
Employee_46560,HR,40.0,0.0,52000.0,False,2
Employee_94468,Marketing,33.0,5.0,64450.0,False,4
Employee_9496,Admin,64.0,9.0,74500.0,False,0
Employee_138089,Admin,18.0,0.0,51300.0,False,0
Employee_170826,IT,27.0,3.0,59750.0,False,3
Employee_87128,HR,28.0,7.0,69250.0,False,2
Employee_42376,Marketing,65.0,30.0,127400.0,False,4
Employee_31082,HR,45.0,7.0,69500.0,False,2
Employee_115418,IT,53.0,32.0,132700.0,False,3
Employee_51087,Marketing,43.0,16.0,92200.0,False,4
Employee_152896,Admin,23.0,2.0,56300.0,False,0
Employee_36056,IT,40.0,4.0,62500.0,False,3
Employee_27904,IT,57.0,29.0,125200.0,False,3
Employee_73050,Admin,55.0,23.0,109500.0,False,0
Employee_93831,Finance,18.0,0.0,52500.0,False,1
Employee_15863,Marketing,37.0,6.0,67200.0,False,4
Employee_145791,Admin,51.0,33.0,134500.0,False,0
Employee_49597,Admin,27.0,5.0,64050.0,False,0
Employee_18079,Finance,47.0,23.0,110500.0,False,1
Employee_75621,Finance,23.0,3.0,60000.0,False,1
Employee_99030,Marketing,53.0,23.0,109900.0,False,4
Employee_71540,Finance,52.0,27.0,120700.0,False,1
Employee_154992,Finance,46.0,10.0,78000.0,False,1
Employee_25876,Finance,35.0,7.0,70250.0,False,1
Employee_127432,Finance,20.0,1.0,55000.0,False,1
Employee_179853,Marketing,41.0,23.0,109700.0,False,4
Employee_144215,HR,56.0,11.0,79700.0,False,2
Employee_87965,Admin,30.0,8.0,71550.0,False,0
Employee_107617,Admin,18.0,0.0,51300.0,False,0
Employee_15336,HR,48.0,15.0,89500.0,False,2
Employee_186462,Admin,24.0,5.0,63800.0,False,0
Employee_92793,Finance,47.0,21.0,105500.0,False,1
Employee_73710,Marketing,57.0,38.0,147400.0,False,4
Employee_141670,Finance,51.0,24.0,113200.0,False,1
Employee_133620,HR,18.0,0.0,51500.0,False,2
Employee_199596,IT,34.0,0.0,52250.0,False,3
Employee_134575,IT,61.0,9.0,75200.0,False,3
Employee_174821,Marketing,33.0,4.0,61950.0,False,4
Employee_181032,Admin,40.0,20.0,101800.0,False,0
Employee_84771,Finance,48.0,8.0,73000.0,False,1
Employee_64636,Admin,34.0,0.0,51550.0,False,0
Employee_124014,HR,26.0,7.0,69250.0,False,2
Employee_136586,IT,25.0,3.0,59500.0,False,3
Employee_100305,IT,64.0,25.0,115200.0,False,3
Employee_51391,Admin,33.0,6.0,66550.0,False,0
Employee_169228,Marketing,63.0,30.0,127400.0,False,4
Employee_126749,Admin,40.0,14.0,86800.0,False,0
Employee_71969,Marketing,34.0,5.0,64450.0,False,4
Employee_169714,Finance,59.0,1.0,55700.0,False,1
Employee_135599,IT,56.0,18.0,97700.0,False,3
Employee_74846,Marketing,48.0,27.0,119700.0,False,4
Employee_149204,Admin,43.0,14.0,86800.0,False,0
Employee_137977,Finance,20.0,1.0,55000.0,False,1
Employee_1064,Admin,21.0,2.0,56300.0,False,0
Employee_120534,Finance,64.0,19.0,100700.0,False,1
Employee_157404,Admin,29.0,11.0,79050.0,False,0
Employee_42491,Marketing,25.0,0.0,51700.0,False,4
Employee_104693,IT,26.0,3.0,59750.0,False,3
Employee_183297,IT,43.0,0.0,52500.0,False,3
Employee_46169,Admin,33.0,15.0,89050.0,False,0
Employee_147340,Finance,28.0,7.0,70250.0,False,1
Employee_124344,Finance,65.0,31.0,130700.0,False,1
Employee_75254,Marketing,41.0,20.0,102200.0,False,4
Employee_80514,Admin,61.0,26.0,117000.0,False,0
Employee_90898,Finance,47.0,17.0,95500.0,False,1
Employee_76452,Marketing,30.0,5.0,64450.0,False,4
Employee_196463,Admin,26.0,1.0,54050.0,False,0
Employee_130257,Finance,19.0,1.0,55000.0,False,1
Employee_2398,Marketing,53.0,11.0,79900.0,False,4
Employee_47149,Admin,34.0,4.0,61550.0,False,0
Employee_78246,Admin,27.0,8.0,71550.0,False,0
